fips,County,State,Alpha code,Population 18-24,Bachelors 18-24,Population Over 25,Bachelors Over 25,population,total cases,total deaths,hospital beds,hospital beds usage,hospital beds covid,hospital icu beds,hospital icu beds usage,hospital icu beds covid,vaccination initiated,vaccination completed,vaccination initiated ratio,vaccination completed ratio,vaccination addl dose,vaccination addl dose ratio,vaccination booster,vaccination booster ratio
22017,Caddo Parish,Louisiana,LA,19167,1475,157002,38770,240204,90040,897,1289.0,946.0,34.0,250.0,215.0,6.0,140313.0,120285.0,0.584,0.501,53279.0,0.222,17922.0,0.075
22019,Calcasieu Parish,Louisiana,LA,17888,1133,134552,32805,203436,69396,384,703.0,352.0,5.0,60.0,26.0,1.0,103307.0,89102.0,0.508,0.438,35278.0,0.173,10782.0,0.053
22033,East Baton Rouge Parish,Louisiana,LA,68515,6483,282183,108161,440059,146949,1101,1801.0,1319.0,25.0,168.0,121.0,4.0,286725.0,253817.0,0.652,0.577,119967.0,0.273,43213.0,0.098
22045,Iberia Parish,Louisiana,LA,6039,417,45156,5807,69830,24540,11,80.0,53.0,1.0,6.0,5.0,0.0,38436.0,33828.0,0.55,0.484,14357.0,0.206,3945.0,0.056
22051,Jefferson Parish,Louisiana,LA,32090,4503,300465,95313,432493,143765,1052,1824.0,1432.0,16.0,321.0,262.0,1.0,333074.0,291244.0,0.77,0.673,134682.0,0.311,46143.0,0.107
22055,Lafayette Parish,Louisiana,LA,21027,2922,167871,62040,244390,80900,173,919.0,673.0,11.0,30.0,26.0,0.0,142226.0,126292.0,0.582,0.517,53948.0,0.221,16839.0,0.069
22057,Lafourche Parish,Louisiana,LA,10189,520,66483,15600,97614,35586,100,173.0,118.0,2.0,28.0,17.0,1.0,51136.0,45143.0,0.524,0.462,18485.0,0.189,5273.0,0.054
22063,Livingston Parish,Louisiana,LA,12856,913,98194,20370,140789,47833,179,64.0,20.0,0.0,0.0,0.0,0.0,64995.0,57749.0,0.462,0.41,21996.0,0.156,6944.0,0.049
22071,Orleans Parish,Louisiana,LA,34569,4119,263713,114846,390144,115520,819,735.0,650.0,11.0,89.0,75.0,2.0,330199.0,283045.0,0.846,0.725,141737.0,0.363,60194.0,0.154
22073,Ouachita Parish,Louisiana,LA,16876,1369,103628,29639,153279,65794,401,695.0,409.0,12.0,117.0,60.0,2.0,82132.0,71626.0,0.536,0.467,29270.0,0.191,9130.0,0.06
22079,Rapides Parish,Louisiana,LA,11650,704,84026,21733,129648,43537,291,725.0,422.0,13.0,82.0,50.0,2.0,77453.0,67018.0,0.597,0.517,27722.0,0.214,8684.0,0.067
22097,St. Landry Parish,Louisiana,LA,7885,217,52252,8292,82124,28515,157,145.0,84.0,2.0,12.0,8.0,1.0,40345.0,35577.0,0.491,0.433,16219.0,0.197,4614.0,0.056
22103,St. Tammany Parish,Louisiana,LA,20803,2034,188795,68299,260419,92600,561,579.0,372.0,10.0,70.0,50.0,2.0,169781.0,151999.0,0.652,0.584,68228.0,0.262,23508.0,0.09
22105,Tangipahoa Parish,Louisiana,LA,14583,389,88965,18091,134758,45760,296,299.0,236.0,10.0,44.0,26.0,2.0,73215.0,64696.0,0.543,0.48,26600.0,0.197,7505.0,0.056
22109,Terrebonne Parish,Louisiana,LA,8866,443,70300,13626,110461,39334,98,297.0,176.0,4.0,13.0,10.0,0.0,60038.0,51755.0,0.544,0.469,19972.0,0.181,5742.0,0.052
23001,Androscoggin County,Maine,ME,11599,1315,78671,18328,108277,28825,109,362.0,170.0,1.0,49.0,16.0,0.0,91196.0,79470.0,0.842,0.734,45088.0,0.416,24887.0,0.23
23003,Aroostook County,Maine,ME,4152,440,51033,11931,67055,18685,13,156.0,123.0,4.0,21.0,16.0,2.0,52768.0,48144.0,0.787,0.718,29123.0,0.434,13826.0,0.206
23005,Cumberland County,Maine,ME,24683,4953,228044,122325,295003,67373,139,931.0,743.0,32.0,93.0,67.0,2.0,320854.0,275194.0,0.95,0.933,185737.0,0.63,123738.0,0.419
23011,Kennebec County,Maine,ME,10555,1652,91649,27704,122302,30593,45,234.0,192.0,2.0,20.0,12.0,0.0,107735.0,92419.0,0.881,0.756,55133.0,0.451,33990.0,0.278
23019,Penobscot County,Maine,ME,15352,1884,111694,30737,152148,38345,140,431.0,384.0,6.0,56.0,48.0,1.0,130427.0,113360.0,0.857,0.745,67249.0,0.442,37292.0,0.245
23031,York County,Maine,ME,15704,1820,162849,61772,207641,52710,63,196.0,146.0,6.0,16.0,8.0,2.0,205929.0,173948.0,0.95,0.838,104314.0,0.502,60749.0,0.293
24001,Allegany County,Maryland,MD,7433,452,47997,10908,70416,21951,174,165.0,143.0,7.0,28.0,8.0,0.0,45566.0,40586.0,0.647,0.576,21979.0,0.312,8007.0,0.114
24003,Anne Arundel County,Maryland,MD,46557,7974,414905,198251,579234,121092,785,624.0,574.0,19.0,56.0,42.0,2.0,528981.0,468761.0,0.913,0.809,266030.0,0.459,140220.0,0.242
24005,Baltimore County,Maryland,MD,77016,14807,587546,253613,827370,173891,2487,978.0,755.0,35.0,93.0,72.0,1.0,697468.0,630008.0,0.843,0.761,377961.0,0.457,193677.0,0.234
24009,Calvert County,Maryland,MD,7382,1083,65086,23108,92525,14938,0,60.0,50.0,1.0,5.0,3.0,0.0,76487.0,68347.0,0.827,0.739,38292.0,0.414,19074.0,0.206
24013,Carroll County,Maryland,MD,15328,2382,121948,48923,168447,28478,187,171.0,155.0,4.0,10.0,7.0,1.0,138755.0,126150.0,0.824,0.749,74649.0,0.443,36813.0,0.219
24015,Cecil County,Maryland,MD,7997,1693,74003,21435,102855,20588,48,90.0,58.0,2.0,9.0,2.0,0.0,76817.0,63628.0,0.747,0.619,28658.0,0.279,14598.0,0.142
24017,Charles County,Maryland,MD,13581,1919,116368,37865,163257,39073,102,82.0,76.0,2.0,16.0,9.0,1.0,138950.0,121310.0,0.851,0.743,63105.0,0.387,30014.0,0.184
24021,Frederick County,Maryland,MD,24482,4196,196560,93266,259547,59108,287,297.0,220.0,7.0,19.0,10.0,0.0,240004.0,214481.0,0.925,0.826,126783.0,0.488,63841.0,0.246
24025,Harford County,Maryland,MD,19547,2199,186049,75407,255441,50678,334,227.0,206.0,21.0,36.0,22.0,1.0,207221.0,186277.0,0.811,0.729,106760.0,0.418,52062.0,0.204
24027,Howard County,Maryland,MD,27928,7748,228681,149040,325690,64908,88,395.0,233.0,14.0,31.0,17.0,1.0,330137.0,295730.0,0.95,0.908,194127.0,0.596,111912.0,0.344
24031,Montgomery County,Maryland,MD,83992,20406,731658,445874,1050688,248515,1896,1536.0,1191.0,53.0,160.0,113.0,7.0,1164986.0,987998.0,0.95,0.94,608178.0,0.579,369454.0,0.352
24033,Prince George's County,Maryland,MD,87130,8548,654522,241562,909327,231209,1938,606.0,505.0,21.0,128.0,62.0,3.0,860993.0,723722.0,0.947,0.796,365365.0,0.402,185625.0,0.204
24037,St. Mary's County,Maryland,MD,10094,1953,78147,31710,113510,24803,11,80.0,76.0,5.0,7.0,6.0,0.0,88274.0,78250.0,0.778,0.689,40328.0,0.355,18627.0,0.164
24043,Washington County,Maryland,MD,13624,738,108430,27059,151049,41220,359,268.0,216.0,7.0,24.0,14.0,0.0,104634.0,93837.0,0.693,0.621,51360.0,0.34,23242.0,0.154
24045,Wicomico County,Maryland,MD,15600,2260,65483,20670,103609,25109,93,342.0,310.0,4.0,68.0,27.0,0.0,67881.0,60352.0,0.655,0.582,31923.0,0.308,12871.0,0.124
24510,Baltimore city,Maryland,MD,53829,9903,400435,139302,593490,150776,1575,3385.0,2849.0,88.0,415.0,353.0,13.0,463147.0,404962.0,0.78,0.682,223902.0,0.377,122048.0,0.206
25001,Barnstable County,Massachusetts,MA,14988,2854,185243,92750,212990,50014,350,388.0,335.0,24.0,33.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25003,Berkshire County,Massachusetts,MA,11556,1325,96703,37741,124944,35682,201,314.0,212.0,9.0,24.0,11.0,0.0,102020.0,80030.0,0.817,0.641,55517.0,0.444,40694.0,0.326
25005,Bristol County,Massachusetts,MA,51635,7170,411254,127763,565217,182422,2256,1103.0,879.0,32.0,78.0,57.0,3.0,494004.0,399170.0,0.874,0.706,204921.0,0.363,117931.0,0.209
25009,Essex County,Massachusetts,MA,73882,13251,567052,235957,789034,257697,3012,1135.0,1031.0,24.0,60.0,52.0,3.0,765906.0,622547.0,0.95,0.789,358850.0,0.455,211444.0,0.268
25011,Franklin County,Massachusetts,MA,4976,1978,54249,22270,70180,14768,14,98.0,61.0,0.0,5.0,2.0,0.0,66327.0,51962.0,0.945,0.74,32839.0,0.468,24310.0,0.346
25013,Hampden County,Massachusetts,MA,45481,5200,319900,95504,466372,172310,1743,1220.0,1029.0,50.0,83.0,57.0,2.0,410683.0,328027.0,0.881,0.703,170787.0,0.366,100353.0,0.215
25015,Hampshire County,Massachusetts,MA,38743,4625,101614,53867,160830,39817,99,126.0,96.0,3.0,11.0,3.0,1.0,145241.0,116276.0,0.903,0.723,77673.0,0.483,57897.0,0.36
25017,Middlesex County,Massachusetts,MA,157922,46253,1147738,678222,1611699,438957,4675,2788.0,2294.0,58.0,170.0,126.0,2.0,1719945.0,1380966.0,0.95,0.857,859331.0,0.533,592294.0,0.367
25021,Norfolk County,Massachusetts,MA,64570,17612,514341,293172,706775,174165,2004,720.0,675.0,18.0,39.0,32.0,0.0,723350.0,600162.0,0.95,0.849,380872.0,0.539,244935.0,0.347
25023,Plymouth County,Massachusetts,MA,46282,10540,378068,161778,521202,143814,1530,409.0,374.0,14.0,29.0,24.0,2.0,474030.0,393017.0,0.909,0.754,224764.0,0.431,128353.0,0.246
25025,Suffolk County,Massachusetts,MA,105167,25729,538073,268356,803907,268445,1833,5904.0,5249.0,64.0,488.0,432.0,9.0,809561.0,630642.0,0.95,0.784,350758.0,0.436,224801.0,0.28
25027,Worcester County,Massachusetts,MA,82099,14619,605658,228258,830622,241201,2810,1844.0,1539.0,31.0,171.0,148.0,3.0,780798.0,621759.0,0.94,0.749,353479.0,0.426,216230.0,0.26
26005,Allegan County,Michigan,MI,8637,821,84656,21993,118081,32483,112,32.0,16.0,0.0,1.0,11.0,0.0,63638.0,63599.0,0.539,0.539,38510.0,0.326,13493.0,0.114
26017,Bay County,Michigan,MI,8202,1456,74767,16713,103126,32040,307,318.0,193.0,5.0,32.0,18.0,0.0,61688.0,60346.0,0.598,0.585,35022.0,0.34,10198.0,0.099
26021,Berrien County,Michigan,MI,12789,737,107856,32753,153401,42599,277,4.0,217.0,4.0,26.0,14.0,0.0,97332.0,89954.0,0.634,0.586,47605.0,0.31,16004.0,0.104
26025,Calhoun County,Michigan,MI,11339,176,91659,21869,134159,43082,297,189.0,147.0,4.0,25.0,19.0,1.0,72806.0,72363.0,0.543,0.539,40304.0,0.3,14448.0,0.108
26037,Clinton County,Michigan,MI,7691,780,55203,17633,79595,28535,10,25.0,11.0,0.0,0.0,0.0,0.0,47763.0,47501.0,0.6,0.597,30841.0,0.387,9301.0,0.117
26045,Eaton County,Michigan,MI,8850,202,78109,22816,110268,35634,151,44.0,22.0,1.0,1.0,0.0,0.0,65582.0,64561.0,0.595,0.585,40121.0,0.364,11831.0,0.107
26049,Genesee County,Michigan,MI,33704,1785,280240,66902,405813,126855,1642,832.0,775.0,17.0,124.0,117.0,1.0,216533.0,209453.0,0.534,0.516,115937.0,0.286,27547.0,0.068
26055,Grand Traverse County,Michigan,MI,7488,543,70440,29270,93088,21748,43,437.0,356.0,15.0,90.0,72.0,4.0,65974.0,63422.0,0.709,0.681,38416.0,0.413,3379.0,0.036
26065,Ingham County,Michigan,MI,55000,6489,174410,69513,292406,86184,554,579.0,565.0,19.0,53.0,50.0,1.0,178935.0,172418.0,0.612,0.59,108989.0,0.373,30494.0,0.104
26067,Ionia County,Michigan,MI,5938,500,47056,9539,64697,20212,11,20.0,10.0,0.0,0.0,0.0,0.0,30922.0,31235.0,0.478,0.483,17955.0,0.278,5069.0,0.078
26075,Jackson County,Michigan,MI,14449,827,112289,23864,158510,51016,280,313.0,224.0,7.0,85.0,73.0,0.0,85275.0,85304.0,0.538,0.538,49353.0,0.311,15863.0,0.1
26077,Kalamazoo County,Michigan,MI,40148,4088,165918,67410,265066,76481,413,414.0,390.0,14.0,74.0,64.0,1.0,170161.0,169371.0,0.642,0.639,108542.0,0.409,43086.0,0.163
26081,Kent County,Michigan,MI,62767,9775,443424,174548,656955,204126,1496,1696.0,1364.0,32.0,160.0,129.0,4.0,401379.0,420013.0,0.611,0.639,251855.0,0.383,92843.0,0.141
26087,Lapeer County,Michigan,MI,6401,356,64060,13110,87607,24564,171,114.0,67.0,2.0,10.0,7.0,0.0,43572.0,42197.0,0.497,0.482,23188.0,0.265,5535.0,0.063
26091,Lenawee County,Michigan,MI,8881,1327,69730,16779,98451,31362,80,40.0,32.0,1.0,7.0,6.0,0.0,56315.0,53693.0,0.572,0.545,29123.0,0.296,9478.0,0.096
26093,Livingston County,Michigan,MI,15538,1934,141609,57748,191995,58868,181,106.0,95.0,1.0,6.0,1.0,0.0,119740.0,118282.0,0.624,0.616,70438.0,0.367,17847.0,0.093
26099,Macomb County,Michigan,MI,70773,8837,624277,172439,873972,305023,4393,1214.0,973.0,24.0,156.0,110.0,1.0,516191.0,505660.0,0.591,0.579,273797.0,0.313,52157.0,0.06
26103,Marquette County,Michigan,MI,10524,1498,44551,16378,66699,19811,0,197.0,156.0,2.0,24.0,18.0,0.0,45912.0,44614.0,0.688,0.669,28810.0,0.432,12357.0,0.185
26111,Midland County,Michigan,MI,6067,799,60661,23227,83156,23758,0,267.0,230.0,5.0,30.0,26.0,0.0,51836.0,50599.0,0.623,0.608,30889.0,0.371,10778.0,0.13
26115,Monroe County,Michigan,MI,11663,861,111555,25008,150500,49185,214,79.0,74.0,1.0,10.0,10.0,0.0,96827.0,89763.0,0.643,0.596,44265.0,0.294,15743.0,0.105
26117,Montcalm County,Michigan,MI,5116,90,48326,7792,63888,18140,24,91.0,39.0,2.0,8.0,5.0,0.0,26900.0,27868.0,0.421,0.436,16039.0,0.251,5346.0,0.084
26121,Muskegon County,Michigan,MI,14973,562,122618,27518,173566,49276,340,367.0,229.0,5.0,18.0,18.0,1.0,95016.0,98318.0,0.547,0.566,59091.0,0.34,21041.0,0.121
26125,Oakland County,Michigan,MI,102872,22040,912407,461452,1257584,390441,4423,3771.0,2844.0,79.0,384.0,294.0,7.0,893295.0,856668.0,0.71,0.681,517471.0,0.411,106282.0,0.085
26139,Ottawa County,Michigan,MI,41517,4335,190500,71256,291830,88697,521,174.0,104.0,6.0,16.0,3.0,0.0,174777.0,174228.0,0.599,0.597,106937.0,0.366,38249.0,0.131
26145,Saginaw County,Michigan,MI,18124,842,130608,32171,190539,61634,665,594.0,550.0,12.0,47.0,46.0,1.0,104075.0,103137.0,0.546,0.541,58722.0,0.308,15618.0,0.082
26147,St. Clair County,Michigan,MI,12162,801,115938,22544,159128,51032,581,266.0,204.0,3.0,28.0,15.0,2.0,82582.0,79907.0,0.519,0.502,42018.0,0.264,4103.0,0.026
26155,Shiawassee County,Michigan,MI,5072,565,48947,10335,68122,22424,10,80.0,38.0,0.0,7.0,4.0,0.0,36274.0,35697.0,0.532,0.524,20911.0,0.307,5358.0,0.079
26159,Van Buren County,Michigan,MI,5368,143,53355,12957,75677,21012,36,24.0,15.0,0.0,0.0,0.0,0.0,42915.0,44695.0,0.567,0.591,26867.0,0.355,10737.0,0.142
26161,Washtenaw County,Michigan,MI,65481,15071,235123,136130,367601,111333,290,1689.0,1546.0,34.0,170.0,151.0,0.0,287071.0,273182.0,0.781,0.743,174036.0,0.473,56988.0,0.155
26163,Wayne County,Michigan,MI,150594,16120,1194517,326489,1749343,545209,9121,4249.0,3280.0,62.0,512.0,372.0,7.0,1032017.0,974865.0,0.59,0.557,523855.0,0.299,123896.0,0.071
27003,Anoka County,Minnesota,MN,28882,3242,253572,77404,356921,120237,547,425.0,403.0,12.0,18.0,18.0,0.0,236471.0,221993.0,0.663,0.622,148940.0,0.417,82615.0,0.231
27013,Blue Earth County,Minnesota,MN,15123,2800,40913,14558,67653,21609,0,141.0,111.0,3.0,11.0,9.0,0.0,45340.0,42695.0,0.67,0.631,25466.0,0.376,14383.0,0.213
27019,Carver County,Minnesota,MN,9442,1855,73810,36285,105089,32269,12,100.0,75.0,3.0,8.0,2.0,2.0,78800.0,73805.0,0.75,0.702,49837.0,0.474,26446.0,0.252
27027,Clay County,Minnesota,MN,9112,1225,40946,15755,64222,24057,0,0.0,0.0,0.0,0.0,0.0,0.0,54371.0,42701.0,0.847,0.665,19216.0,0.299,14556.0,0.227
27035,Crow Wing County,Minnesota,MN,4478,203,49331,16077,65055,19612,22,84.0,74.0,4.0,12.0,6.0,1.0,40840.0,38094.0,0.628,0.586,24444.0,0.376,14296.0,0.22
27037,Dakota County,Minnesota,MN,35613,6267,302711,138040,429021,138300,553,212.0,199.0,7.0,10.0,10.0,0.0,337192.0,313070.0,0.786,0.73,212785.0,0.496,123951.0,0.289
27053,Hennepin County,Minnesota,MN,109556,25360,882259,471890,1265843,389407,2626,2968.0,2657.0,44.0,257.0,224.0,1.0,1084941.0,991268.0,0.857,0.783,667975.0,0.528,415549.0,0.328
27109,Olmsted County,Minnesota,MN,12604,3306,112724,54688,158293,53604,14,1283.0,1053.0,23.0,160.0,118.0,4.0,137822.0,128227.0,0.871,0.81,90039.0,0.569,57703.0,0.365
27123,Ramsey County,Minnesota,MN,49865,9686,364034,170436,550321,161118,1147,929.0,915.0,22.0,91.0,69.0,2.0,454530.0,416714.0,0.826,0.757,272494.0,0.495,170794.0,0.31
27131,Rice County,Minnesota,MN,9454,498,44018,13975,66972,20848,60,17.0,13.0,0.0,0.0,0.0,0.0,47075.0,44064.0,0.703,0.658,27298.0,0.408,17065.0,0.255
27137,St. Louis County,Minnesota,MN,25799,2412,137077,44254,199070,61403,305,680.0,487.0,8.0,99.0,73.0,1.0,151807.0,139049.0,0.763,0.698,92888.0,0.467,56105.0,0.282
27139,Scott County,Minnesota,MN,12963,1907,101970,43629,149013,48347,25,108.0,98.0,5.0,0.0,0.0,0.0,115181.0,107725.0,0.773,0.723,65743.0,0.441,33848.0,0.227
27141,Sherburne County,Minnesota,MN,9148,482,65548,20413,97238,32225,0,32.0,25.0,0.0,1.0,1.0,0.0,50557.0,46935.0,0.52,0.483,30242.0,0.311,16416.0,0.169
27145,Stearns County,Minnesota,MN,24103,2824,99134,30205,161075,62217,166,391.0,377.0,9.0,39.0,36.0,1.0,106983.0,99426.0,0.664,0.617,56453.0,0.35,32584.0,0.202
27163,Washington County,Minnesota,MN,20037,3083,190359,91417,262440,83340,223,140.0,128.0,5.0,20.0,16.0,2.0,209281.0,194291.0,0.797,0.74,133640.0,0.509,79011.0,0.301
27171,Wright County,Minnesota,MN,10687,756,97453,31860,138377,43160,121,61.0,55.0,0.0,1.0,1.0,1.0,83389.0,78999.0,0.603,0.571,46974.0,0.339,25152.0,0.182
28033,DeSoto County,Mississippi,MS,16536,276,127720,36365,184945,61911,283,454.0,286.0,8.0,42.0,27.0,0.0,126373.0,106568.0,0.683,0.576,40754.0,0.22,12703.0,0.069
28035,Forrest County,Mississippi,MS,12932,1645,47309,14339,74897,27711,67,619.0,501.0,13.0,60.0,48.0,1.0,39428.0,34232.0,0.526,0.457,13823.0,0.185,4272.0,0.057
28047,Harrison County,Mississippi,MS,19628,1053,142325,37256,208080,66526,386,476.0,363.0,4.0,42.0,33.0,0.0,139283.0,119925.0,0.669,0.576,46935.0,0.226,15554.0,0.075
28049,Hinds County,Mississippi,MS,24023,3255,143721,45328,231840,68637,522,1697.0,1381.0,43.0,203.0,183.0,9.0,160162.0,140540.0,0.691,0.606,66014.0,0.285,25591.0,0.11
28059,Jackson County,Mississippi,MS,12931,700,99236,26051,143617,46169,157,200.0,200.0,9.0,20.0,20.0,1.0,82825.0,70903.0,0.577,0.494,27555.0,0.192,9549.0,0.066
28067,Jones County,Mississippi,MS,5960,136,44334,9340,68098,26654,62,118.0,95.0,1.0,18.0,14.0,0.0,35398.0,30663.0,0.52,0.45,12252.0,0.18,3481.0,0.051
28073,Lamar County,Mississippi,MS,6116,789,43305,14089,63343,22245,0,0.0,0.0,0.0,0.0,0.0,0.0,43423.0,38899.0,0.686,0.614,15920.0,0.251,4783.0,0.076
28075,Lauderdale County,Mississippi,MS,6611,571,47886,12493,74125,22215,128,362.0,251.0,4.0,29.0,26.0,0.0,45353.0,39252.0,0.612,0.53,14810.0,0.2,3970.0,0.054
28081,Lee County,Mississippi,MS,8401,773,54090,12914,85436,34283,56,305.0,289.0,6.0,38.0,36.0,0.0,43340.0,38423.0,0.507,0.45,16333.0,0.191,4329.0,0.051
28089,Madison County,Mississippi,MS,9885,1569,74643,35860,106272,32193,90,33.0,16.0,1.0,4.0,3.0,1.0,78241.0,69712.0,0.736,0.656,32970.0,0.31,11633.0,0.109
28121,Rankin County,Mississippi,MS,14717,976,109215,38502,155271,47352,216,184.0,122.0,2.0,15.0,11.0,1.0,91680.0,81926.0,0.59,0.528,35700.0,0.23,11718.0,0.075
29019,Boone County,Missouri,MO,35898,4488,114607,59073,180463,54030,35,999.0,661.0,15.0,139.0,99.0,3.0,139062.0,119823.0,0.771,0.664,59385.0,0.329,35897.0,0.199
29021,Buchanan County,Missouri,MO,7430,477,56791,13465,87364,30001,85,241.0,248.0,12.0,24.0,13.0,0.0,40839.0,35441.0,0.467,0.406,16208.0,0.186,7132.0,0.082
29031,Cape Girardeau County,Missouri,MO,11330,1959,54778,18983,78871,23709,67,323.0,266.0,6.0,41.0,18.0,1.0,45783.0,40141.0,0.58,0.509,18643.0,0.236,8132.0,0.103
29037,Cass County,Missouri,MO,8768,919,76121,22390,105780,30533,22,73.0,48.0,0.0,18.0,12.0,0.0,68557.0,58336.0,0.648,0.551,27691.0,0.262,14503.0,0.137
29043,Christian County,Missouri,MO,6486,838,63101,19657,88595,25244,25,0.0,0.0,0.0,0.0,0.0,0.0,48078.0,42282.0,0.543,0.477,19084.0,0.215,8790.0,0.099
29047,Clay County,Missouri,MO,19266,3190,177758,62881,249948,33889,58,192.0,149.0,7.0,12.0,10.0,0.0,164793.0,142776.0,0.659,0.571,76871.0,0.308,40500.0,0.162
29051,Cole County,Missouri,MO,6116,950,54271,19831,76745,24446,88,183.0,140.0,7.0,22.0,12.0,0.0,47959.0,42220.0,0.625,0.55,20048.0,0.261,10413.0,0.136
29071,Franklin County,Missouri,MO,7892,974,74584,15090,103967,31849,108,100.0,100.0,2.0,12.0,11.0,0.0,64972.0,58175.0,0.625,0.56,27049.0,0.26,13048.0,0.126
29077,Greene County,Missouri,MO,40587,6540,200541,65845,293086,86178,861,1223.0,1164.0,30.0,200.0,126.0,2.0,173738.0,151141.0,0.593,0.516,75837.0,0.259,36703.0,0.125
29095,Jackson County,Missouri,MO,61608,10254,490221,167751,703011,260707,2332,2303.0,1809.0,52.0,256.0,189.0,5.0,528501.0,429863.0,0.752,0.611,197807.0,0.281,111739.0,0.159
29097,Jasper County,Missouri,MO,11923,1142,81837,21915,121328,41316,256,616.0,511.0,8.0,53.0,37.0,0.0,69305.0,59842.0,0.571,0.493,23624.0,0.195,10518.0,0.087
29099,Jefferson County,Missouri,MO,18224,2344,159816,41341,225081,68614,339,330.0,310.0,8.0,27.0,20.0,1.0,120337.0,105375.0,0.535,0.468,55012.0,0.244,27262.0,0.121
29165,Platte County,Missouri,MO,8643,1538,76467,33394,104418,12926,0,83.0,84.0,1.0,6.0,6.0,0.0,74354.0,63166.0,0.712,0.605,33967.0,0.325,19160.0,0.183
29183,St. Charles County,Missouri,MO,34241,5830,287265,117421,402022,121256,597,467.0,425.0,24.0,33.0,30.0,0.0,292282.0,258631.0,0.727,0.643,135601.0,0.337,71095.0,0.177
29187,St. Francois County,Missouri,MO,5581,171,47092,8335,67215,23843,30,72.0,34.0,3.0,8.0,3.0,1.0,34336.0,30346.0,0.511,0.451,13332.0,0.198,6426.0,0.096
29189,St. Louis County,Missouri,MO,85024,17801,690184,332538,994205,292462,3271,2816.0,2510.0,102.0,348.0,321.0,21.0,792789.0,680825.0,0.797,0.685,374940.0,0.377,220342.0,0.222
29510,St. Louis city,Missouri,MO,25426,3830,209581,87730,300576,77202,451,1938.0,1694.0,35.0,257.0,241.0,9.0,235759.0,192209.0,0.784,0.639,96887.0,0.322,57097.0,0.19
30013,Cascade County,Montana,MT,7820,344,58201,16311,81366,30426,159,266.0,183.0,2.0,21.0,16.0,0.0,52508.0,46282.0,0.645,0.569,22317.0,0.274,10336.0,0.127
30029,Flathead County,Montana,MT,7540,593,80003,28070,103806,34154,106,181.0,119.0,5.0,30.0,9.0,1.0,54411.0,46615.0,0.524,0.449,24901.0,0.24,13560.0,0.131
30031,Gallatin County,Montana,MT,20294,2923,81345,43747,114434,42028,0,101.0,76.0,3.0,19.0,13.0,0.0,83766.0,70863.0,0.732,0.619,37997.0,0.332,18212.0,0.159
30049,Lewis and Clark County,Montana,MT,5500,1264,52986,23055,69432,22092,64,105.0,78.0,3.0,8.0,6.0,1.0,50046.0,43784.0,0.721,0.631,25042.0,0.361,13525.0,0.195
30063,Missoula County,Montana,MT,16646,2553,82903,39057,119600,34418,67,349.0,246.0,5.0,36.0,21.0,0.0,89056.0,80522.0,0.745,0.673,46771.0,0.391,27872.0,0.233
30111,Yellowstone County,Montana,MT,13052,1626,118421,42015,161300,52170,255,563.0,445.0,13.0,60.0,50.0,1.0,97590.0,86509.0,0.605,0.536,44112.0,0.273,21647.0,0.134
31055,Douglas County,Nebraska,NE,54598,9918,385304,163807,571327,182109,995,2076.0,1689.0,27.0,250.0,211.0,2.0,0.0,404114.0,0.0,0.707,241249.0,0.422,124355.0,0.218
31109,Lancaster County,Nebraska,NE,49116,5373,203607,83788,319090,96109,153,840.0,601.0,9.0,90.0,66.0,0.0,0.0,221220.0,0.0,0.693,135273.0,0.424,67207.0,0.211
31153,Sarpy County,Nebraska,NE,17714,2214,127673,55024,187196,59736,46,108.0,85.0,1.0,8.0,7.0,0.0,0.0,130635.0,0.0,0.698,74950.0,0.4,37487.0,0.2
32003,Clark County,Nevada,NV,195684,12345,1612099,436898,2266715,676767,9300,5260.0,4025.0,79.0,591.0,478.0,13.0,1683567.0,1377444.0,0.743,0.608,598198.0,0.264,272548.0,0.12
32031,Washoe County,Nevada,NV,44840,6034,349571,110180,471519,129756,919,1029.0,752.0,25.0,123.0,80.0,1.0,369566.0,318232.0,0.784,0.675,156062.0,0.331,81892.0,0.174
33005,Cheshire County,New Hampshire,NH,7771,399,56127,22473,76085,19344,0,83.0,61.0,11.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33009,Grafton County,New Hampshire,NH,9760,1053,67164,30188,89886,23498,0,499.0,455.0,7.0,70.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33011,Hillsborough County,New Hampshire,NH,34837,5172,308732,125719,417025,122427,638,840.0,709.0,11.0,57.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33013,Merrimack County,New Hampshire,NH,12981,2104,114391,46920,151391,40560,66,271.0,224.0,5.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33015,Rockingham County,New Hampshire,NH,22527,4302,238592,110190,309769,85458,280,383.0,286.0,2.0,36.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33017,Strafford County,New Hampshire,NH,18898,1865,90024,38475,130633,37589,12,241.0,167.0,1.0,17.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
