fips,County,State,Alpha code,Population 18-24,Bachelors 18-24,Population Over 25,Bachelors Over 25,population,total cases,total deaths,hospital beds,hospital beds usage,hospital beds covid,hospital icu beds,hospital icu beds usage,hospital icu beds covid,vaccination initiated,vaccination completed,vaccination initiated ratio,vaccination completed ratio,vaccination addl dose,vaccination addl dose ratio,vaccination booster,vaccination booster ratio
39139,Richland County,Ohio,OH,10804,1375,87500,15693,121154,39564,310,246.0,191.0,4.0,23.0,20.0,1.0,59222.0,56052.0,0.489,0.463,30005.0,0.248,13377.0,0.11
39141,Ross County,Ohio,OH,5606,547,54939,9052,76666,25315,10,182.0,151.0,4.0,12.0,12.0,0.0,43463.0,40273.0,0.567,0.525,21025.0,0.274,9911.0,0.129
39145,Scioto County,Ohio,OH,5842,612,50635,10886,75314,28219,24,109.0,104.0,2.0,10.0,6.0,0.0,43970.0,39410.0,0.584,0.523,17422.0,0.231,6943.0,0.092
39151,Stark County,Ohio,OH,31416,4767,261722,67284,370606,99551,1459,378.0,291.0,3.0,58.0,32.0,1.0,223262.0,210237.0,0.602,0.567,120446.0,0.325,52937.0,0.143
39153,Summit County,Ohio,OH,44431,5172,381824,141081,541013,145081,1485,1365.0,1099.0,22.0,160.0,125.0,3.0,382557.0,358589.0,0.707,0.663,216483.0,0.4,105767.0,0.195
39155,Trumbull County,Ohio,OH,16019,1378,143665,30623,197974,53438,682,412.0,212.0,5.0,59.0,21.0,1.0,121784.0,112645.0,0.615,0.569,63178.0,0.319,27561.0,0.139
39157,Tuscarawas County,Ohio,OH,7510,361,63720,13576,91987,25870,321,121.0,59.0,1.0,10.0,6.0,0.0,44954.0,42403.0,0.489,0.461,23758.0,0.258,9945.0,0.108
39159,Union County,Ohio,OH,5460,511,45815,19142,58988,20112,0,39.0,24.0,1.0,10.0,5.0,0.0,40840.0,39022.0,0.692,0.662,22017.0,0.373,9394.0,0.159
39165,Warren County,Ohio,OH,19819,3382,171260,78040,234602,73296,343,215.0,140.0,2.0,26.0,10.0,0.0,168234.0,157907.0,0.717,0.673,90426.0,0.385,39031.0,0.166
39169,Wayne County,Ohio,OH,11589,597,77350,19475,115710,28873,202,121.0,71.0,0.0,14.0,7.0,0.0,57538.0,54498.0,0.497,0.471,32085.0,0.277,15441.0,0.133
39173,Wood County,Ohio,OH,21465,3642,83791,30234,130817,39055,84,42.0,31.0,1.0,8.0,5.0,0.0,86927.0,82360.0,0.664,0.63,47868.0,0.366,22476.0,0.172
40017,Canadian County,Oklahoma,OK,15426,719,110736,36069,148306,48753,165,59.0,54.0,1.0,7.0,6.0,0.0,112899.0,91828.0,0.761,0.619,38211.0,0.258,19377.0,0.131
40027,Cleveland County,Oklahoma,OK,46368,5655,192912,69891,284014,101669,551,429.0,263.0,3.0,36.0,25.0,1.0,215718.0,172286.0,0.76,0.607,79363.0,0.279,45412.0,0.16
40031,Comanche County,Oklahoma,OK,14601,1493,79134,19807,120749,39602,178,181.0,159.0,8.0,17.0,16.0,3.0,96101.0,80975.0,0.796,0.671,28892.0,0.239,12512.0,0.104
40037,Creek County,Oklahoma,OK,6126,284,49938,10219,71522,23111,100,25.0,15.0,0.0,0.0,0.0,0.0,38101.0,32830.0,0.533,0.459,14408.0,0.201,6630.0,0.093
40101,Muskogee County,Oklahoma,OK,5978,360,44163,8734,67997,24753,147,229.0,140.0,4.0,62.0,45.0,1.0,46866.0,36888.0,0.689,0.542,14491.0,0.213,6016.0,0.088
40109,Oklahoma County,Oklahoma,OK,77814,7610,524289,187002,797434,247430,2436,2270.0,1711.0,40.0,268.0,188.0,7.0,697022.0,555807.0,0.874,0.697,235296.0,0.295,126564.0,0.159
40119,Payne County,Oklahoma,OK,22600,2775,45152,18134,81784,23654,50,73.0,56.0,4.0,6.0,5.0,2.0,51739.0,42466.0,0.633,0.519,20606.0,0.252,11478.0,0.14
40125,Pottawatomie County,Oklahoma,OK,7796,272,48876,9649,72592,27301,104,86.0,71.0,3.0,14.0,8.0,1.0,47176.0,38261.0,0.65,0.527,15477.0,0.213,8784.0,0.121
40131,Rogers County,Oklahoma,OK,8868,822,67385,17110,92459,32062,148,35.0,12.0,1.0,6.0,2.0,0.0,53370.0,45373.0,0.577,0.491,19290.0,0.209,9154.0,0.099
40143,Tulsa County,Oklahoma,OK,63818,7041,446485,155219,651552,215491,2083,2367.0,1796.0,40.0,293.0,225.0,6.0,524894.0,429174.0,0.806,0.659,185528.0,0.285,94786.0,0.145
40145,Wagoner County,Oklahoma,OK,6725,484,59773,16582,81289,27300,48,16.0,11.0,1.0,0.0,1.0,0.0,48295.0,40371.0,0.594,0.497,17329.0,0.213,8161.0,0.1
41003,Benton County,Oregon,OR,22404,2159,60509,33756,93053,22539,0,166.0,154.0,9.0,17.0,15.0,0.0,79442.0,72472.0,0.854,0.779,48002.0,0.516,27058.0,0.291
41005,Clackamas County,Oregon,OR,30536,2102,305468,122470,418187,85327,403,440.0,325.0,19.0,44.0,15.0,0.0,328806.0,300647.0,0.786,0.719,188126.0,0.45,98658.0,0.236
41017,Deschutes County,Oregon,OR,14544,1573,153292,68702,197692,62530,108,334.0,227.0,11.0,30.0,17.0,1.0,159586.0,143077.0,0.807,0.724,88972.0,0.45,45728.0,0.231
41019,Douglas County,Oregon,OR,7195,323,83872,15727,110980,26324,184,141.0,97.0,6.0,16.0,8.0,0.0,69251.0,60716.0,0.624,0.547,29830.0,0.269,13077.0,0.118
41029,Jackson County,Oregon,OR,17345,1132,159606,48269,220944,55269,283,628.0,403.0,8.0,51.0,43.0,1.0,148549.0,133223.0,0.672,0.603,73911.0,0.335,36299.0,0.164
41033,Josephine County,Oregon,OR,4872,170,66721,14198,87487,21201,117,166.0,103.0,9.0,23.0,14.0,1.0,50350.0,45365.0,0.576,0.519,24924.0,0.285,11452.0,0.131
41035,Klamath County,Oregon,OR,5635,344,49806,9772,68238,18168,34,125.0,56.0,2.0,13.0,3.0,0.0,39931.0,35847.0,0.585,0.525,18073.0,0.265,7330.0,0.107
41039,Lane County,Oregon,OR,50053,3551,266272,94153,382067,80639,282,381.0,358.0,23.0,47.0,40.0,1.0,299856.0,268565.0,0.785,0.703,163600.0,0.428,90048.0,0.236
41043,Linn County,Oregon,OR,9149,565,92791,18883,129749,33695,82,139.0,72.0,2.0,14.0,9.0,0.0,81828.0,74359.0,0.631,0.573,41434.0,0.319,19496.0,0.15
41047,Marion County,Oregon,OR,31795,1766,233879,60563,347818,89051,389,633.0,510.0,24.0,55.0,44.0,1.0,253117.0,228071.0,0.728,0.656,122533.0,0.352,58327.0,0.168
41051,Multnomah County,Oregon,OR,63334,11542,593654,282188,812855,174044,1048,1726.0,1555.0,50.0,180.0,160.0,3.0,783087.0,678549.0,0.95,0.835,424345.0,0.522,245874.0,0.302
41053,Polk County,Oregon,OR,9980,822,60459,20534,86085,20760,0,25.0,24.0,0.0,0.0,0.0,0.0,61253.0,56511.0,0.712,0.656,32785.0,0.381,16062.0,0.187
41059,Umatilla County,Oregon,OR,6652,675,54107,10726,77950,26781,44,74.0,34.0,0.0,10.0,7.0,0.0,51699.0,45286.0,0.663,0.581,18082.0,0.232,7640.0,0.098
41067,Washington County,Oregon,OR,48700,8098,424015,196453,601592,123960,352,816.0,676.0,29.0,69.0,53.0,3.0,533517.0,481273.0,0.887,0.8,303665.0,0.505,157945.0,0.263
41071,Yamhill County,Oregon,OR,10381,262,75347,24184,107100,23188,24,112.0,64.0,3.0,10.0,3.0,0.0,77629.0,70349.0,0.725,0.657,40564.0,0.379,18695.0,0.175
42001,Adams County,Pennsylvania,PA,11553,1240,74389,18049,103009,32024,136,76.0,63.0,6.0,9.0,6.0,0.0,60833.0,55525.0,0.591,0.539,28965.0,0.281,0.0,0.0
42003,Allegheny County,Pennsylvania,PA,111024,23357,895920,401562,1216045,343409,3608,4587.0,3661.0,53.0,534.0,449.0,8.0,1035718.0,907538.0,0.852,0.746,456563.0,0.375,0.0,0.0
42005,Armstrong County,Pennsylvania,PA,4229,132,48310,7596,64735,18553,117,105.0,49.0,0.0,6.0,2.0,1.0,44071.0,40449.0,0.681,0.625,20738.0,0.32,0.0,0.0
42007,Beaver County,Pennsylvania,PA,11959,966,122124,34564,163929,49701,519,320.0,145.0,5.0,24.0,10.0,0.0,106944.0,95357.0,0.652,0.582,46196.0,0.282,0.0,0.0
42011,Berks County,Pennsylvania,PA,41650,4299,295038,80567,421164,127695,1374,689.0,604.0,23.0,60.0,39.0,3.0,294843.0,262685.0,0.7,0.624,123135.0,0.292,0.0,0.0
42013,Blair County,Pennsylvania,PA,11016,1064,86339,19453,121829,35489,410,349.0,264.0,3.0,43.0,36.0,0.0,71751.0,64253.0,0.589,0.527,31102.0,0.255,0.0,0.0
42017,Bucks County,Pennsylvania,PA,51156,11434,467118,204536,628270,157486,1788,911.0,619.0,18.0,106.0,57.0,2.0,542680.0,475266.0,0.864,0.756,224398.0,0.357,0.0,0.0
42019,Butler County,Pennsylvania,PA,18120,2247,141915,54363,187853,55787,535,169.0,134.0,7.0,24.0,18.0,2.0,137632.0,124812.0,0.733,0.664,64106.0,0.341,0.0,0.0
42021,Cambria County,Pennsylvania,PA,12179,1777,94252,21988,130192,43981,569,382.0,251.0,7.0,25.0,19.0,1.0,81995.0,74150.0,0.63,0.57,37849.0,0.291,0.0,0.0
42025,Carbon County,Pennsylvania,PA,4149,90,48947,9117,64182,20365,58,52.0,45.0,2.0,12.0,9.0,0.0,44836.0,40361.0,0.699,0.629,19158.0,0.298,0.0,0.0
42027,Centre County,Pennsylvania,PA,38958,4058,96752,44498,162385,44630,166,184.0,158.0,10.0,12.0,4.0,0.0,116402.0,103614.0,0.717,0.638,55371.0,0.341,0.0,0.0
42029,Chester County,Pennsylvania,PA,49278,8880,377779,214000,524989,118719,903,672.0,543.0,18.0,69.0,44.0,1.0,490677.0,424741.0,0.935,0.809,205207.0,0.391,0.0,0.0
42033,Clearfield County,Pennsylvania,PA,5611,416,58015,11337,79255,24768,93,176.0,161.0,2.0,19.0,19.0,0.0,44462.0,40654.0,0.561,0.513,19485.0,0.246,0.0,0.0
42039,Crawford County,Pennsylvania,PA,7614,437,58528,13039,84629,25276,142,225.0,103.0,11.0,18.0,10.0,0.0,47203.0,42252.0,0.558,0.499,20560.0,0.243,0.0,0.0
42041,Cumberland County,Pennsylvania,PA,28630,3584,185593,74669,253370,63889,653,477.0,278.0,8.0,55.0,38.0,0.0,210340.0,182434.0,0.83,0.72,85199.0,0.336,0.0,0.0
42043,Dauphin County,Pennsylvania,PA,23527,4139,201533,72471,278299,73374,662,1295.0,1113.0,15.0,178.0,141.0,2.0,210162.0,182630.0,0.755,0.656,81348.0,0.292,0.0,0.0
42045,Delaware County,Pennsylvania,PA,58339,9342,391674,163537,566747,142855,1626,786.0,575.0,25.0,112.0,77.0,3.0,510051.0,443321.0,0.9,0.782,201946.0,0.356,0.0,0.0
42049,Erie County,Pennsylvania,PA,26601,3845,186013,58297,269728,73039,561,815.0,587.0,1.0,121.0,96.0,0.0,188698.0,168480.0,0.7,0.625,84154.0,0.312,0.0,0.0
42051,Fayette County,Pennsylvania,PA,8626,628,93091,19227,129274,39533,502,205.0,133.0,5.0,15.0,7.0,0.0,82697.0,73846.0,0.64,0.571,35014.0,0.271,0.0,0.0
42055,Franklin County,Pennsylvania,PA,11963,996,111211,27219,155027,51978,470,342.0,177.0,6.0,18.0,13.0,1.0,80925.0,73642.0,0.522,0.475,36534.0,0.236,0.0,0.0
42063,Indiana County,Pennsylvania,PA,13853,823,54310,13628,84073,22163,146,126.0,81.0,2.0,12.0,7.0,1.0,43445.0,38913.0,0.517,0.463,19576.0,0.233,0.0,0.0
42069,Lackawanna County,Pennsylvania,PA,20628,2170,151185,47204,209674,59653,510,496.0,431.0,15.0,39.0,30.0,1.0,171942.0,154544.0,0.82,0.737,83098.0,0.396,0.0,0.0
42071,Lancaster County,Pennsylvania,PA,50353,6480,379007,123494,545724,152147,1693,884.0,551.0,13.0,106.0,64.0,0.0,371529.0,336723.0,0.681,0.617,170833.0,0.313,0.0,0.0
42073,Lawrence County,Pennsylvania,PA,7389,981,60628,15393,85512,23428,141,77.0,75.0,0.0,6.0,5.0,1.0,52752.0,46606.0,0.617,0.545,20878.0,0.244,0.0,0.0
42075,Lebanon County,Pennsylvania,PA,11902,1797,99863,25645,141793,46044,242,159.0,113.0,3.0,12.0,11.0,1.0,88112.0,79349.0,0.621,0.56,37851.0,0.267,0.0,0.0
42077,Lehigh County,Pennsylvania,PA,33766,3583,258605,88807,369318,112333,1010,1232.0,1025.0,11.0,147.0,101.0,1.0,307158.0,277075.0,0.832,0.75,138055.0,0.374,0.0,0.0
42079,Luzerne County,Pennsylvania,PA,28403,3518,232117,58198,317417,95615,1167,594.0,472.0,17.0,49.0,40.0,2.0,234839.0,211119.0,0.74,0.665,105390.0,0.332,0.0,0.0
42081,Lycoming County,Pennsylvania,PA,9743,744,80235,19765,113299,35383,291,283.0,209.0,4.0,32.0,26.0,0.0,69781.0,63223.0,0.616,0.558,32042.0,0.283,0.0,0.0
42085,Mercer County,Pennsylvania,PA,10389,1361,78496,21308,109424,28727,300,265.0,98.0,3.0,25.0,10.0,0.0,65249.0,58559.0,0.596,0.535,27988.0,0.256,0.0,0.0
42089,Monroe County,Pennsylvania,PA,14541,2072,120922,35347,170271,48526,245,258.0,207.0,6.0,24.0,16.0,0.0,116572.0,103097.0,0.685,0.605,45520.0,0.267,0.0,0.0
42091,Montgomery County,Pennsylvania,PA,71040,14831,612393,326464,830915,201598,2261,2185.0,1672.0,37.0,205.0,137.0,0.0,773728.0,673153.0,0.931,0.81,337582.0,0.406,0.0,0.0
42095,Northampton County,Pennsylvania,PA,35895,4937,222316,70085,305285,100835,840,690.0,551.0,14.0,71.0,51.0,0.0,236719.0,213104.0,0.775,0.698,108722.0,0.356,0.0,0.0
42097,Northumberland County,Pennsylvania,PA,5940,440,67377,12935,90843,28977,275,0.0,0.0,0.0,0.0,0.0,0.0,58646.0,54184.0,0.646,0.596,28625.0,0.315,0.0,0.0
42101,Philadelphia County,Pennsylvania,PA,160802,30241,1076190,390174,1584064,395318,5407,5847.0,4599.0,51.0,662.0,499.0,3.0,1300123.0,1077693.0,0.821,0.68,459424.0,0.29,0.0,0.0
42107,Schuylkill County,Pennsylvania,PA,10400,938,104585,20420,141359,42972,432,189.0,154.0,5.0,26.0,17.0,1.0,95451.0,86917.0,0.675,0.615,43899.0,0.311,0.0,0.0
42111,Somerset County,Pennsylvania,PA,4842,745,54419,9728,73447,22477,229,134.0,58.0,1.0,14.0,4.0,1.0,41064.0,37006.0,0.559,0.504,19052.0,0.259,0.0,0.0
42125,Washington County,Pennsylvania,PA,17219,2096,152457,51091,206865,64168,407,312.0,253.0,7.0,25.0,19.0,0.0,153194.0,136359.0,0.741,0.659,67436.0,0.326,0.0,0.0
42129,Westmoreland County,Pennsylvania,PA,26100,2975,262804,85919,348899,100313,1221,364.0,283.0,11.0,50.0,38.0,1.0,233649.0,210109.0,0.67,0.602,103952.0,0.298,0.0,0.0
42133,York County,Pennsylvania,PA,38583,4902,322939,88197,449058,148988,1253,925.0,625.0,21.0,82.0,62.0,1.0,293664.0,266041.0,0.654,0.592,133924.0,0.298,0.0,0.0
44003,Kent County,Rhode Island,RI,12149,2639,128399,44779,164292,64108,305,179.0,175.0,6.0,9.0,7.0,0.0,147808.0,134854.0,0.9,0.821,86240.0,0.525,42992.0,0.262
44005,Newport County,Rhode Island,RI,7437,1680,63865,35632,82082,26362,15,91.0,82.0,4.0,6.0,5.0,0.0,78266.0,65795.0,0.95,0.802,39038.0,0.476,22796.0,0.278
44007,Providence County,Rhode Island,RI,67920,10616,458224,156936,638931,276567,2417,1478.0,1321.0,40.0,114.0,96.0,0.0,536743.0,473853.0,0.84,0.742,268547.0,0.42,122536.0,0.192
44009,Washington County,Rhode Island,RI,18520,3768,92169,51802,125577,42247,55,168.0,125.0,3.0,16.0,13.0,0.0,118316.0,105253.0,0.942,0.838,68792.0,0.548,39479.0,0.314
45003,Aiken County,South Carolina,SC,11457,1023,126234,38865,170872,52737,153,155.0,135.0,1.0,21.0,15.0,0.0,100170.0,83465.0,0.586,0.488,35463.0,0.208,16851.0,0.099
45007,Anderson County,South Carolina,SC,18065,1970,144672,37302,202558,70801,754,356.0,232.0,19.0,61.0,39.0,1.0,96154.0,84923.0,0.475,0.419,39273.0,0.194,16445.0,0.081
45013,Beaufort County,South Carolina,SC,21409,450,141265,65714,192122,54758,149,202.0,187.0,4.0,23.0,11.0,0.0,162920.0,139219.0,0.848,0.725,62045.0,0.323,31439.0,0.164
45015,Berkeley County,South Carolina,SC,24619,2612,163347,52681,227907,66896,172,46.0,43.0,4.0,8.0,6.0,0.0,150658.0,125456.0,0.661,0.55,51223.0,0.225,21758.0,0.095
45019,Charleston County,South Carolina,SC,37038,7955,302242,151168,411406,140340,693,1313.0,1121.0,55.0,214.0,173.0,4.0,334462.0,283413.0,0.813,0.689,141575.0,0.344,62953.0,0.153
45035,Dorchester County,South Carolina,SC,14314,2251,112365,31528,162809,71941,248,0.0,0.0,0.0,0.0,0.0,0.0,106831.0,90847.0,0.656,0.558,38280.0,0.235,15916.0,0.098
45041,Florence County,South Carolina,SC,12433,548,92305,23038,138293,50869,355,795.0,609.0,26.0,90.0,67.0,3.0,90557.0,78878.0,0.655,0.57,35227.0,0.255,12209.0,0.088
45045,Greenville County,South Carolina,SC,46807,8456,376965,157744,523542,208511,1824,1132.0,927.0,27.0,144.0,112.0,4.0,353023.0,303352.0,0.674,0.579,142415.0,0.272,62532.0,0.119
45047,Greenwood County,South Carolina,SC,7365,763,46690,11457,70811,27127,94,208.0,161.0,6.0,30.0,21.0,2.0,39241.0,35125.0,0.554,0.496,17073.0,0.241,6833.0,0.096
45051,Horry County,South Carolina,SC,30122,3445,288791,79753,354081,122345,862,759.0,597.0,26.0,100.0,81.0,4.0,244947.0,209264.0,0.692,0.591,100138.0,0.283,46271.0,0.131
45055,Kershaw County,South Carolina,SC,5558,220,46937,10307,66551,28192,23,76.0,42.0,1.0,10.0,6.0,0.0,47833.0,40819.0,0.719,0.613,18447.0,0.277,7741.0,0.116
45057,Lancaster County,South Carolina,SC,6778,411,75376,23853,98012,31809,14,102.0,67.0,0.0,16.0,7.0,0.0,63406.0,49240.0,0.647,0.502,21791.0,0.222,12891.0,0.132
45059,Laurens County,South Carolina,SC,5956,186,48046,10242,67493,23246,76,57.0,32.0,1.0,8.0,5.0,0.0,30451.0,27033.0,0.451,0.401,12762.0,0.189,5346.0,0.079
45063,Lexington County,South Carolina,SC,23859,2733,212078,77464,298750,125126,630,619.0,553.0,26.0,77.0,58.0,1.0,201372.0,173736.0,0.674,0.582,80434.0,0.269,34780.0,0.116
45073,Oconee County,South Carolina,SC,5499,981,59699,17145,79546,29231,93,168.0,88.0,5.0,31.0,9.0,0.0,42672.0,37243.0,0.536,0.468,18620.0,0.234,8946.0,0.112
45075,Orangeburg County,South Carolina,SC,8755,88,56500,10221,86175,29951,169,161.0,96.0,6.0,22.0,5.0,1.0,57496.0,50092.0,0.667,0.581,22972.0,0.267,7612.0,0.088
45077,Pickens County,South Carolina,SC,24619,2767,84419,22393,126884,55117,358,103.0,63.0,4.0,15.0,6.0,0.0,69690.0,61327.0,0.549,0.483,29099.0,0.229,12686.0,0.1
45079,Richland County,South Carolina,SC,64716,9056,267592,112295,415759,162546,641,1009.0,718.0,20.0,123.0,87.0,4.0,314362.0,268390.0,0.756,0.646,125474.0,0.302,61317.0,0.147
45083,Spartanburg County,South Carolina,SC,32378,3536,233791,60138,319785,118248,1381,653.0,584.0,30.0,79.0,60.0,1.0,166741.0,145520.0,0.521,0.455,65243.0,0.204,26676.0,0.083
45085,Sumter County,South Carolina,SC,10452,357,69619,17863,106721,35897,95,185.0,116.0,4.0,17.0,5.0,0.0,74858.0,63288.0,0.701,0.593,26721.0,0.25,10177.0,0.095
45091,York County,South Carolina,SC,23737,4602,201854,83028,280979,96459,322,287.0,242.0,4.0,32.0,26.0,0.0,185842.0,149235.0,0.661,0.531,65328.0,0.233,35500.0,0.126
46083,Lincoln County,South Dakota,SD,5479,1171,46368,19991,61128,17663,12,8.0,5.0,1.0,0.0,0.0,0.0,52595.0,39584.0,0.86,0.648,18447.0,0.302,11773.0,0.193
46099,Minnehaha County,South Dakota,SD,17088,3153,135601,48512,193134,65878,261,847.0,701.0,18.0,127.0,70.0,2.0,185092.0,140820.0,0.95,0.729,65098.0,0.337,41258.0,0.214
46103,Pennington County,South Dakota,SD,9432,584,79968,27795,113775,39382,75,384.0,344.0,7.0,37.0,34.0,0.0,94654.0,72408.0,0.832,0.636,29745.0,0.261,18515.0,0.163
47001,Anderson County,Tennessee,TN,6556,1151,55845,14417,76978,28166,125,171.0,134.0,8.0,21.0,17.0,1.0,49649.0,44367.0,0.645,0.576,23306.0,0.303,11042.0,0.143
47009,Blount County,Tennessee,TN,10039,1107,102245,29942,133088,50621,220,269.0,101.0,1.0,32.0,8.0,0.0,80076.0,71851.0,0.602,0.54,37175.0,0.279,15721.0,0.118
47011,Bradley County,Tennessee,TN,10603,1430,76194,20336,108110,39511,199,192.0,171.0,7.0,24.0,22.0,2.0,52637.0,46724.0,0.487,0.432,21145.0,0.196,7339.0,0.068
47037,Davidson County,Tennessee,TN,69543,16880,498062,244533,694144,237533,1461,3601.0,2772.0,71.0,576.0,393.0,11.0,540134.0,474356.0,0.778,0.683,243829.0,0.351,106438.0,0.153
47059,Greene County,Tennessee,TN,6283,92,51768,10730,69069,28243,130,124.0,51.0,2.0,10.0,9.0,0.0,36410.0,32811.0,0.527,0.475,15953.0,0.231,5719.0,0.083
47063,Hamblen County,Tennessee,TN,6019,0,44528,8926,64934,24924,131,111.0,96.0,7.0,17.0,11.0,0.0,32378.0,28589.0,0.499,0.44,13154.0,0.203,4669.0,0.072
47065,Hamilton County,Tennessee,TN,32436,4345,264720,101639,367804,123056,875,1515.0,1006.0,40.0,289.0,150.0,9.0,245091.0,215661.0,0.666,0.586,111869.0,0.304,45105.0,0.123
47093,Knox County,Tennessee,TN,60883,9991,331988,132048,470313,161117,1236,1825.0,1589.0,29.0,232.0,201.0,2.0,325042.0,292452.0,0.691,0.622,153920.0,0.327,67353.0,0.143
47113,Madison County,Tennessee,TN,10328,606,66946,15019,97984,40308,162,676.0,504.0,13.0,92.0,47.0,2.0,60774.0,54910.0,0.62,0.56,26955.0,0.275,8957.0,0.091
47119,Maury County,Tennessee,TN,7644,728,76275,21589,96387,35422,120,267.0,167.0,6.0,50.0,20.0,0.0,71402.0,64167.0,0.741,0.666,30406.0,0.315,11971.0,0.124
47125,Montgomery County,Tennessee,TN,25383,2343,147640,45850,208993,64752,326,187.0,129.0,4.0,9.0,9.0,0.0,154823.0,130157.0,0.741,0.623,49477.0,0.237,16286.0,0.078
47141,Putnam County,Tennessee,TN,11591,1309,53733,16613,80245,30015,78,238.0,198.0,5.0,44.0,23.0,1.0,46536.0,42113.0,0.58,0.525,19875.0,0.248,7367.0,0.092
47147,Robertson County,Tennessee,TN,5460,561,52230,11712,71813,26350,56,79.0,38.0,3.0,12.0,5.0,1.0,43739.0,38837.0,0.609,0.541,17751.0,0.247,6757.0,0.094
47149,Rutherford County,Tennessee,TN,43162,6846,230296,77879,332285,118283,597,762.0,541.0,22.0,115.0,70.0,4.0,211490.0,187328.0,0.636,0.564,83883.0,0.252,30568.0,0.092
47155,Sevier County,Tennessee,TN,7491,545,71433,16629,98250,36980,189,68.0,43.0,3.0,16.0,6.0,1.0,57904.0,50951.0,0.589,0.519,23392.0,0.238,9248.0,0.094
47157,Shelby County,Tennessee,TN,81581,10889,606353,215710,937166,296522,3404,2978.0,2519.0,43.0,311.0,265.0,2.0,655329.0,544938.0,0.699,0.581,246585.0,0.263,94713.0,0.101
47163,Sullivan County,Tennessee,TN,12452,1231,117834,29124,158348,61049,488,890.0,518.0,16.0,99.0,61.0,3.0,104435.0,92459.0,0.66,0.584,44344.0,0.28,17175.0,0.108
47165,Sumner County,Tennessee,TN,16117,2432,141431,49424,191283,66161,431,366.0,203.0,8.0,56.0,27.0,0.0,108396.0,96008.0,0.567,0.502,47200.0,0.247,18712.0,0.098
47179,Washington County,Tennessee,TN,16834,2672,94506,35155,129375,50428,285,481.0,446.0,16.0,55.0,48.0,1.0,90245.0,80264.0,0.698,0.62,40144.0,0.31,16673.0,0.129
47187,Williamson County,Tennessee,TN,21579,3725,172767,108184,238412,76975,163,174.0,115.0,4.0,20.0,13.0,0.0,180627.0,163616.0,0.758,0.686,91206.0,0.383,38186.0,0.16
47189,Wilson County,Tennessee,TN,12237,1861,109758,39370,144657,52094,201,124.0,80.0,2.0,12.0,6.0,0.0,88771.0,80163.0,0.614,0.554,39858.0,0.276,16413.0,0.113
48005,Angelina County,Texas,TX,6683,327,58625,11606,86715,13577,210,113.0,99.0,5.0,16.0,12.0,1.0,46693.0,41266.0,0.538,0.476,17165.0,0.198,5375.0,0.062
48021,Bastrop County,Texas,TX,9262,243,70088,19130,88723,26218,0,13.0,3.0,0.0,0.0,0.0,0.0,63833.0,53266.0,0.719,0.6,21704.0,0.245,10367.0,0.117
48027,Bell County,Texas,TX,43608,1667,238761,64499,362924,89729,637,795.0,745.0,20.0,79.0,70.0,2.0,275349.0,229154.0,0.759,0.631,81299.0,0.224,32780.0,0.09
48029,Bexar County,Texas,TX,215838,22560,1337500,428849,2003554,709451,6234,4487.0,3681.0,84.0,587.0,525.0,14.0,1765180.0,1459087.0,0.881,0.728,601796.0,0.3,292147.0,0.146
48037,Bowie County,Texas,TX,7981,472,62512,14449,93245,24324,88,466.0,304.0,17.0,42.0,29.0,0.0,46046.0,37975.0,0.494,0.407,13848.0,0.149,4727.0,0.051
48039,Brazoria County,Texas,TX,34420,2751,254850,82999,374264,119638,673,159.0,107.0,3.0,12.0,9.0,1.0,255827.0,225620.0,0.684,0.603,97086.0,0.259,39972.0,0.107
48041,Brazos County,Texas,TX,66130,8297,127764,58535,229211,78104,128,699.0,352.0,17.0,44.0,44.0,2.0,140463.0,120860.0,0.613,0.527,48417.0,0.211,19351.0,0.084
48061,Cameron County,Texas,TX,48366,3775,255288,55225,423163,132620,1822,914.0,730.0,8.0,107.0,72.0,1.0,475155.0,346799.0,0.95,0.82,140953.0,0.333,65081.0,0.154
48085,Collin County,Texas,TX,104088,21380,770907,435393,1034730,281662,1256,1880.0,1582.0,40.0,259.0,209.0,8.0,828329.0,720834.0,0.801,0.697,317431.0,0.307,144402.0,0.14
48091,Comal County,Texas,TX,15263,2203,128918,56720,156209,47105,285,98.0,94.0,0.0,16.0,6.0,0.0,116152.0,100285.0,0.744,0.642,43714.0,0.28,21793.0,0.14
48099,Coryell County,Texas,TX,11500,133,55149,9736,75951,21421,33,14.0,9.0,1.0,1.0,0.0,0.0,44818.0,37775.0,0.59,0.497,15027.0,0.198,5894.0,0.078
48113,Dallas County,Texas,TX,260173,40746,1692266,603580,2635516,696281,6922,5822.0,4875.0,117.0,663.0,575.0,20.0,1930207.0,1637047.0,0.732,0.621,642164.0,0.244,288120.0,0.109
48121,Denton County,Texas,TX,90685,16125,660143,327992,887207,270198,1130,737.0,551.0,18.0,78.0,52.0,0.0,634268.0,558467.0,0.715,0.629,240653.0,0.271,101232.0,0.114
48135,Ector County,Texas,TX,15479,868,98119,15005,166223,46411,433,418.0,314.0,11.0,50.0,34.0,3.0,87245.0,73374.0,0.525,0.441,23606.0,0.142,6898.0,0.041
48139,Ellis County,Texas,TX,21097,2036,135668,42954,184826,58034,335,161.0,143.0,3.0,18.0,14.0,0.0,117784.0,103344.0,0.637,0.559,38540.0,0.209,16310.0,0.088
